,Avg systolic BP,Avg diastolic BP,Avg estimated MAP ,Weight at pw26 ,Height at pw26,Midarm circumference at pw26,Triceps skinfold at pw26,Biceps skinfold at pw26,Subscapular skinfold at pw26,Suprailiac skinfold at pw26,Avg antenatal weight 1st tri ,Avg antenatal weight 2nd tri,Avg antenatal weight 3rd tri ,Last antenatal weight,Sodium  ,Magnesium   ,Phosphorus ,Potassium,Calcium ,Iron ,Ferritin ,Copper,Zinc ,Selenium ,Transferrin receptor ,Myristic,Palmitic acid,Palmitoleic acid,Stearic acid,Oleic acid,cis-Vaccenic acid ,Linoleic acid,Linolenic acid (n-6) ,Linolenic acid (n-3)  ,Arachidic acid ,Gondoic acid ,Eicosadienoic acid  ,DGLA ,Arachidonic ,Behenic acid,ETA ,EPA ,Adrenic acid ,DPA ,DHA,Total FA ,Total n-3,Total n-6 ,SFA ,MUFA ,PUFA ,Triglycerides,Total cholesterol,HDL-cholesterol ,LDL-cholesterol,Flavin mononucleotide,Riboflavin ,N1-methylnicotinamide  ,Nicotinamide,Trigonelline ,Pyridoxal,Pyridoxal 5-phosphate ,Pyridoxic acid,Folate,Vitamin B12,Vitamin D3,Arginine,Asymmetric dimethylarginine ,Creatine,Creatinine ,Homoarginine,Symmetric dimethylarginine,Trimethyllysine ,Cystathionine ,Total Homocysteine ,Total cysteine ,1-Methylhistidine ,3-Methylhistidine ,Histidine ,Methionine ,Methionine sulfoxide ,3-Hydroxyanthranilic acid ,3-Hydroxykynurenine ,Anthranilic acid ,Kynurenic acid ,Kynurenine ,Quinolinic acid ,Tryptophan ,Xanthurenic acid ,Betaine ,Choline ,Dimethylglycine ,Trimethylamineoxide,Fasting glucose,2-hour glucose,Adiponectin,PAI-1,Resistin,MCP-1,FSH,GH,LH,TSH,IGF-I,IGF-II,IGFBP-1,IGFBP-3,IGFBP-7,C-peptide,Leptin,TNF-a,IGFBP-4,Insulin,Aspartate transaminase,C-reactive protein,Alanine transaminase ,Uric acid,Neopterin ,PFBA,PFNA,PFDA,PFUnDA,PFHxS,PFOA,PFBS,PFOS,PSI 1st tri,PSI 2nd tri,PSI 3rd tri ,PSI pregnancy ,PM2.5 1st tri ,PM2.5 2nd tri,PM2.5 3rd tri,PM2.5 pregnancy 
Uric acid,0.2234824,0.201452,0.2262444,0.3090272,0.0229991,0.2889997,0.2071043,0.204136,0.2427514,0.1781919,0.319502,0.3019274,0.2825642,0.2690555,-0.0503023,-0.1331094,0.0480583,0.1012744,0.0957532,0.1017715,0.0439507,0.136602,0.0964087,0.1048343,-0.0499732,-0.0377129,-0.0152873,0.0560192,0.0002778,0.0163281,0.0309364,-0.0261008,-0.0041709,0.0011116,-0.0074062,-0.0192917,0.0081061,0.1193518,0.0105407,0.0823828,0.055934,0.0634924,-0.0117612,-0.0102712,-0.005853,-0.0072778,-0.0025492,-0.0057617,-0.0155783,0.0208062,-0.001167,0.1730484,-0.0207462,-0.0645418,-0.0423748,0.1018434,0.0807403,0.1015306,0.0837968,-0.0433424,0.0657153,0.0687625,0.1272356,0.0216957,0.0364579,0.089757,0.1004691,0.2018565,0.1790706,0.1960923,0.0962735,0.2797511,0.1668879,0.1237449,0.1988768,0.2130073,0.3435484,0.0618764,0.0442623,0.0664256,0.0621616,0.2142174,0.1976723,0.0798219,0.3120907,0.2001621,0.387778,0.0700806,0.1866287,-0.0139462,0.1851256,0.2171766,0.1778438,0.0177333,0.0283929,-0.1470699,0.0038036,0.0294987,0.0853014,-0.0046038,-0.0856344,-0.0579849,0.0346168,0.0450649,-0.074474,-0.0245264,-0.0380256,0.0271909,0.1488181,0.1616048,-0.0129981,-0.0155957,0.1157296,0.094007,0.1900816,0.0738608,1,0.0016252,0.0415716,0.1306192,0.0691314,0.117923,0.1433449,0.1135093,0.0355695,0.1708843,-0.0513723,0.0026004,0.0138501,-0.0007457,-0.038484,0.0305319,-0.0163921,-0.0068066
Neopterin ,0.0616083,0.0857481,0.0805863,0.0740956,-0.0078325,0.0568409,0.1152311,0.0473829,0.0570081,0.0767789,0.0869438,0.061694,0.0753937,0.073801,0.0133,-0.0149646,-0.1099729,-0.055609,-0.0117797,-0.312527,-0.0637153,0.0219109,-0.1564413,-0.1683692,0.1455675,-0.0932465,0.0126006,-0.0550885,-0.0133835,0.0038731,-0.0058749,0.0339968,0.1117325,0.0264136,-0.0409443,-0.0271844,-0.0000474,0.036961,0.0237095,-0.0404856,-0.0913524,-0.0955966,-0.0371561,-0.0912193,-0.0032563,0.0070316,-0.0221197,0.026432,0.0054317,-0.0068039,0.0164622,0.0256514,-0.1179419,-0.2013596,-0.0919689,-0.0179234,0.0035019,0.0277082,-0.02872,0.0976992,0.0112219,-0.0392371,0.0223282,-0.0138086,-0.1110803,-0.087335,0.10766,0.235008,-0.1154791,0.2247737,-0.1540231,0.1993799,0.0684426,0.0231985,0.0526249,-0.0264052,0.0674385,0.0013801,-0.0124884,0.0006219,0.081013,0.1965088,0.1966583,0.0379768,0.105376,0.3666887,0.3733624,-0.0512461,-0.0863883,-0.0451704,0.0418453,0.0478968,-0.0321258,0.1138631,-0.0748761,-0.1288877,-0.0249375,0.0665007,0.171318,0.005569,-0.0724777,-0.0637855,0.0202697,0.0158771,-0.1555222,-0.0343892,0.009674,-0.0314819,0.1346886,0.0731616,0.1799832,-0.0115114,0.1339654,0.0102637,0.1707855,0.0479911,0.0016252,1,0.0079116,-0.0980946,-0.1492729,-0.0990789,-0.0864843,-0.0837427,0.0612102,-0.0308329,-0.0249836,0.0484387,-0.0510863,-0.0318611,-0.0221447,0.0370998,-0.0487445,0.0026485
PFBA,0.0149875,-0.0478492,-0.0239996,-0.0496456,0.0026833,-0.1229918,-0.0367794,0.0408545,-0.0179717,-0.0010703,-0.025662,-0.039644,-0.0364968,-0.0255302,-0.127121,-0.0840474,-0.0957073,-0.0086111,-0.0096758,0.11698,-0.028634,-0.0275183,-0.0188577,-0.0304372,-0.053791,0.1106404,0.1881543,0.0972321,0.1413791,0.1278733,0.1735166,0.1854718,0.1113985,0.1396898,0.0369701,0.0695746,0.1511803,0.1171375,0.1912059,0.0203886,-0.0069062,0.1256058,0.1218055,0.1391064,0.2135164,0.1899965,0.2084603,0.1981122,0.1809534,0.1354628,0.2081663,-0.0510772,-0.0045161,-0.0665238,0.0373135,0.0546489,0.1125232,-0.1051635,-0.0189149,-0.1416794,-0.0066546,-0.0318962,-0.0214718,-0.0452143,0.0539675,-0.0719778,-0.0632135,0.0259653,0.100235,-0.0456172,0.0397349,0.0036456,-0.0880245,-0.0852206,0.0765643,-0.0944253,0.0030993,0.0217127,0.0952833,0.0241993,-0.0045978,-0.0584063,-0.0027657,0.0848266,-0.0557212,0.0031313,-0.0561665,0.0131957,0.0036877,-0.0396075,0.0361015,0.1169149,0.0330607,-0.0586544,0.0151548,-0.0352654,-0.1376113,-0.0256046,0.0982394,0.0615099,-0.0275637,0.010772,-0.0720705,-0.0721402,-0.0036463,0.0132346,-0.1887855,-0.157012,-0.0800197,-0.0456278,0.0127624,-0.0407497,-0.0486987,0.0155233,-0.0237586,-0.0493861,0.0415716,0.0079116,1,0.2248778,0.0045738,0.0036763,0.0796769,0.342771,0.7322152,0.0337711,-0.2932204,0.2473062,-0.2623157,-0.2465378,-0.2928763,0.1581311,-0.146294,-0.1521482
PFNA,0.0356719,0.017907,0.0230958,0.0526344,0.0586079,0.0498206,0.0880227,0.1095166,0.0899014,0.1903081,0.0110838,0.0618073,0.0669533,0.0589754,0.0542717,0.1378464,0.0906272,-0.1055082,0.1343505,0.11929,0.0174107,-0.0736812,0.1602437,0.1999411,0.013354,-0.014472,-0.0457645,0.0312825,0.0191107,0.0222128,0.050967,-0.0717522,-0.1028577,-0.0338961,0.0375288,0.0715481,0.0366465,-0.1058187,-0.0776809,0.0366006,0.0731529,0.1701369,-0.0289967,0.0748029,0.0623738,-0.037009,0.0781633,-0.0835198,-0.0336834,0.0267563,-0.0565943,0.0026223,0.0854111,0.1553974,0.04258,0.0357321,0.0274448,0.0413268,0.0461088,-0.1747765,-0.0484333,-0.022477,-0.0673702,0.0034581,0.1454346,0.061205,-0.077901,0.0125705,0.1278239,0.0174942,0.1713206,0.0088335,0.1194109,0.0255652,-0.0179898,-0.0374087,0.1423617,0.1191866,-0.0721632,-0.0048985,-0.0710675,0.0849396,0.0381743,0.1825106,0.0582789,0.0629993,0.0992228,0.1467703,0.0877322,-0.0242095,0.1154187,0.031581,0.1182622,-0.0523473,0.0237147,0.0449189,-0.0714021,-0.022536,-0.0195854,0.1465224,0.0662434,0.1028979,0.0488922,0.0458542,0.0398592,-0.0452457,-0.0129581,0.0093581,-0.0223322,0.1011604,0.0488649,-0.0489391,-0.0139984,0.0134238,-0.0307817,0.0572118,0.1306192,-0.0980946,0.2248778,1,0.7269998,0.6200664,0.430344,0.6435504,0.3055235,0.5719246,-0.1262082,-0.2079371,0.2109805,-0.0398316,-0.1589449,-0.1945895,0.0974919,-0.1526195
PFDA,-0.0419778,-0.0517158,-0.0553371,-0.057814,0.0658266,-0.0655888,0.0107007,-0.0050338,-0.0012997,0.0974609,-0.119153,-0.0485609,-0.047551,-0.0517223,-0.0019387,0.129135,0.1518129,-0.0894028,0.0312493,0.1061918,-0.0338272,-0.1620633,0.1141367,0.2200157,0.0241555,0.0289947,0.0059973,0.0912089,0.0607154,0.1056911,0.124276,-0.0336091,-0.0746366,0.0160052,0.0149377,0.1542214,0.0690009,-0.1124676,-0.0335392,0.0533735,0.2018493,0.2724374,0.002856,0.2001888,0.1068928,0.0149731,0.1426034,-0.0535446,0.0176121,0.1115252,-0.0163312,0.0266943,0.1542557,0.2532961,0.0780253,0.0103311,-0.0095531,0.0776623,0.0710579,-0.1773149,0.0264765,0.0270049,-0.030966,-0.0209927,0.1977591,0.0730771,0.0148418,-0.0397361,0.1888656,0.0320069,0.2628026,-0.0212349,0.2105372,0.1316653,-0.0446976,-0.0604056,0.170435,0.1686944,-0.0401997,0.0386665,-0.0266406,0.1229548,0.0093501,0.2248712,0.0879593,0.0248969,0.0695704,0.2330694,0.1600439,-0.0600152,0.0911439,0.0490572,0.1753689,-0.0264553,0.0090772,0.092228,-0.0217163,0.0750414,-0.0391942,0.0456974,0.048896,0.0422027,0.0121086,0.1251986,0.0750289,0.0292179,0.0068196,0.0761413,-0.089893,-0.0451657,0.0189704,0.0312525,-0.0861528,0.0443899,-0.120887,0.087929,0.0691314,-0.1492729,0.0045738,0.7269998,1,0.8398582,0.3915461,0.3732141,0.0620518,0.7638029,-0.0649787,-0.1195314,0.1449202,-0.0078494,-0.0497656,-0.1289666,0.072623,-0.0756125
PFUnDA,-0.0336731,-0.0711997,-0.0639095,-0.0954214,0.0643433,-0.1064755,-0.0233422,-0.113437,-0.0163573,0.1241082,-0.1422744,-0.0949111,-0.0898731,-0.0899041,0.0249015,0.1300744,0.1820148,-0.1058316,0.0514055,0.0927258,-0.012524,-0.1141318,0.1286847,0.3581501,0.0286875,0.0236831,0.0243652,0.0826962,0.0573982,0.1048494,0.1397323,-0.0471143,-0.1002604,-0.0117265,0.0154936,0.1445476,0.0443332,-0.1215141,-0.0064266,0.0268471,0.1989048,0.3244772,-0.019229,0.2429235,0.1469978,0.0234532,0.1848784,-0.0601669,0.0302003,0.1120017,-0.0110463,0.0197428,0.1960081,0.2856394,0.121929,0.0652267,0.0293511,0.0977567,0.0470244,-0.1495146,0.0874355,0.0883559,0.0190137,0.018228,0.2314981,0.1157243,0.0640137,-0.0403406,0.2438046,0.0478428,0.3193824,-0.0150387,0.2791067,0.1242149,-0.0324309,-0.0302477,0.1974098,0.2025096,-0.030101,0.0394243,-0.0013856,0.1084199,-0.0080695,0.2074317,0.135429,0.0254054,0.0946276,0.2403023,0.1660484,-0.0736292,0.0710372,0.0377507,0.2054846,-0.0627564,0.0262121,0.1370103,0.0345951,0.1052047,-0.0284511,0.0298451,0.0729154,0.0656716,0.0493422,0.133404,0.1233183,0.1141906,0.0613204,0.0955808,-0.1214775,-0.0416981,0.0402344,0.1181963,-0.1139526,0.110964,-0.1164979,0.1224828,0.117923,-0.0990789,0.0036763,0.6200664,0.8398582,1,0.3717765,0.231689,0.047447,0.7638383,-0.002532,-0.1210189,0.1616902,0.0576432,0.0266168,-0.0896546,0.0930751,-0.0129226
PFHxS,0.1888655,0.1178885,0.1577728,0.0868277,0.0738515,0.1057125,0.1250485,0.1360971,0.0787824,0.0727925,0.0819695,0.1017906,0.0873541,0.0796674,-0.0005401,0.081977,0.1207586,-0.0094281,0.0665312,0.0666741,0.1263056,-0.0717264,0.1100747,0.1569495,-0.0596521,0.0688992,0.0771739,0.0903414,0.0745378,0.0506553,0.0662012,0.0342751,0.0516406,0.1361599,0.0116267,0.0326581,0.0616353,0.0344903,0.0356893,0.1292183,0.1859196,0.1410911,0.1076595,0.1034452,0.143041,0.0637888,0.1430272,0.0342823,0.0761539,0.0578973,0.0524312,-0.0281403,0.0095153,0.1067362,-0.0201874,0.0403306,0.0451433,0.0766535,0.0121426,-0.0960781,0.0006289,0.0487026,0.0089542,-0.0200028,0.0704123,0.0013844,-0.0613279,0.0238138,0.1076933,0.0435121,0.0677353,-0.0148645,0.1204138,0.0095747,-0.0148614,-0.0383205,0.151124,0.1694868,-0.0405331,0.0047823,-0.0535342,0.0240287,0.0148124,0.0295085,0.1018257,0.0019783,0.108509,0.1033941,0.1685922,0.0079854,0.0966709,0.0262866,0.0555796,-0.0128716,-0.0439518,-0.0163589,0.0181413,0.0950021,0.0179241,0.0167435,-0.0133373,0.0740876,0.0234594,0.0437555,0.0708495,-0.0918106,-0.0801387,0.0179777,0.0479933,0.0700311,-0.0456437,-0.0852164,0.0712255,0.004065,0.002245,0.0968979,0.1433449,-0.0864843,0.0796769,0.430344,0.3915461,0.3717765,1,0.3283513,0.1021919,0.4730373,0.036841,-0.1117686,0.1176058,0.0827571,-0.1156501,-0.2493857,0.0198347,-0.1590801
PFOA,0.0927663,0.0301683,0.0541659,0.0352705,0.0744381,-0.0102798,0.049426,0.0847332,0.0424113,0.0386642,-0.0004705,0.0503709,0.0517311,0.0432142,-0.0097681,0.0733686,-0.0722526,-0.0288482,0.062843,0.1628778,0.0854826,-0.0994861,0.1004195,-0.0270621,-0.0076709,0.0182725,0.0294386,0.0302007,0.0537357,0.0183851,0.058287,0.0583092,0.0207753,0.0725356,-0.0040103,0.0271442,0.0679473,-0.006457,0.0332926,0.1111613,-0.0233277,0.0556022,0.0631011,0.0365028,0.1118128,0.0463625,0.0962134,0.0558081,0.0335017,0.0238518,0.0630798,0.0285995,0.0115375,0.0473044,-0.0093548,0.0227934,0.059289,-0.0606585,0.0188359,-0.0797904,-0.0123037,0.0150069,0.0018334,0.0444282,0.1140584,-0.0214793,-0.0816143,0.0364022,0.0439408,-0.0023851,0.0683374,0.0591537,0.0056637,-0.083913,0.0409028,-0.0057436,0.1120774,0.0165298,-0.0445416,0.0031785,-0.0047548,0.0096867,0.0213562,0.1622348,-0.0254717,0.0453758,0.0235666,0.0634963,0.0146676,0.006836,0.0030345,0.0421196,-0.0014044,-0.1238459,-0.0310656,-0.0003332,-0.1279229,-0.0298461,0.1008667,0.1261378,0.0459219,0.1038602,-0.0454634,-0.0890985,0.016123,-0.0478918,-0.1995474,-0.130627,-0.0471966,0.050942,0.0872958,-0.0946664,-0.0011564,0.1001398,-0.0383093,0.0431748,0.1135093,-0.0837427,0.342771,0.6435504,0.3732141,0.231689,0.3283513,1,0.4108177,0.2362403,-0.1760967,-0.0442399,-0.0307312,-0.1780208,-0.2891001,-0.0832973,-0.0308288,-0.2111455
PFBS,-0.0060663,-0.0350697,-0.0234345,-0.0902224,0.012841,-0.1521144,-0.0463652,-0.0435632,-0.0549346,0.0027602,-0.079116,-0.0895182,-0.0755055,-0.0644707,-0.0199847,-0.0098088,-0.0497233,0.0233027,0.0443581,0.0872996,-0.0959999,-0.0457599,-0.0755281,-0.0290795,0.0162455,0.0184719,0.0304022,-0.0143222,0.0192463,-0.0011588,-0.0161769,0.0579227,0.0466251,0.1149272,-0.0655607,-0.0504055,0.0026806,-0.0275535,0.0249425,-0.0237665,-0.0559517,-0.0230188,0.2053414,-0.0178245,0.1095177,0.0366609,0.0860559,0.0479874,0.0262638,-0.0037953,0.0568141,0.0060045,0.0573042,-0.0784969,0.0950439,0.0599536,0.0857438,-0.0833232,0.0407004,-0.0881647,-0.0959455,-0.1088688,-0.1209187,-0.070268,0.0496722,-0.086025,-0.0377651,0.0243063,-0.0143149,-0.0105448,-0.0039313,0.0236487,-0.0076768,-0.0147027,0.1356001,-0.1134591,-0.0004445,0.0355418,0.0605688,0.0708005,0.0322872,0.0100372,0.0879952,0.0573049,-0.0695976,0.0131891,0.0017394,-0.014335,-0.0360673,-0.068613,-0.0411958,0.0782052,-0.0286636,-0.0447238,-0.0212486,0.0018552,-0.0481184,-0.0990768,0.0196944,0.1044359,0.0438944,0.121282,-0.0826987,-0.1091327,-0.0236028,-0.039489,-0.1965984,-0.2245113,-0.0353665,-0.0181318,0.0115056,-0.0963421,-0.0171305,0.058177,-0.0226468,-0.016646,0.0355695,0.0612102,0.7322152,0.3055235,0.0620518,0.047447,0.1021919,0.4108177,1,0.1245493,-0.1852862,0.0356958,-0.0396786,-0.1274919,-0.27293,-0.0330991,-0.0452779,-0.2095585
PFOS,-0.0080463,0.032397,0.0136241,-0.0499226,-0.0356486,-0.0408441,0.0264112,0.0018673,0.0320251,0.1069308,-0.0823033,-0.0458416,-0.0372229,-0.040939,0.0467701,0.1073288,0.1856447,-0.1067827,0.0787833,0.0022838,-0.0463825,-0.0566874,0.0817297,0.2657669,0.0647495,0.0652356,0.0524123,0.1102249,0.0805838,0.1663383,0.1235844,0.0078666,-0.0599819,0.0336199,0.0623978,0.1263466,0.0682688,-0.0796587,-0.0246956,0.0000827,0.1895075,0.2319808,-0.0030402,0.1880864,0.1109376,0.0553171,0.1427405,-0.0175577,0.0611146,0.1641858,0.0149451,0.0453441,0.1218988,0.2011261,0.0564562,0.0759406,0.0173057,0.0710574,0.0188617,-0.143385,0.0260336,0.0307652,-0.0270949,-0.1027239,0.157911,0.0330653,0.039284,0.0229615,0.229797,0.1020488,0.2066502,0.0129846,0.2763344,0.1643805,0.0503104,-0.0017966,0.2058662,0.2056199,-0.0660682,0.0780562,0.0478224,0.1094343,0.0816808,0.1957926,0.1716433,0.0634802,0.1247143,0.1865189,0.1812447,-0.058811,0.1254181,0.0902149,0.2297646,-0.0357602,-0.0112364,0.0452639,0.0632614,0.0612106,-0.0589574,0.0011728,0.0014388,0.089243,0.0501306,0.137426,0.0389406,0.0223796,0.0453608,0.0625808,-0.037986,0.0362612,-0.0340121,0.0565718,0.0004456,0.1252469,-0.0319914,0.1510273,0.1708843,-0.0308329,0.0337711,0.5719246,0.7638029,0.7638383,0.4730373,0.2362403,0.1245493,1,0.0279617,-0.180425,0.194204,0.0998768,0.0473931,-0.1297282,0.1328492,-0.0021657
PSI 1st tri,-0.055329,0.0004982,-0.0212936,-0.0355344,-0.0440424,-0.0213398,-0.0333836,0.0265443,-0.0298284,-0.1053219,-0.0391488,-0.0346059,-0.0416836,-0.0438239,0.3302137,0.2066941,0.1953937,0.0742962,0.1558986,-0.0309689,0.0462246,0.1113454,-0.0307588,0.19344,0.0112765,-0.1743787,-0.187275,-0.1458425,-0.2335885,-0.2244802,-0.2439479,-0.1594089,-0.0709403,-0.1753533,-0.1351628,-0.1860052,-0.1920634,-0.1741888,-0.1739771,0.0021119,-0.0697159,-0.2243154,0.0830269,-0.1935804,-0.1018508,-0.2037718,-0.1570029,-0.1819451,-0.2022031,-0.2273053,-0.1858869,0.0555906,0.0080165,0.0353406,-0.0240511,0.0054891,-0.0198953,0.0123887,-0.047012,0.0887499,0.0388211,0.0163682,0.0347468,-0.0427034,-0.0969317,0.0511615,-0.0476635,-0.0767636,-0.0765776,-0.0318594,-0.0489044,-0.0033794,-0.0180148,0.0306446,-0.0058172,0.0312123,-0.0596526,-0.0450686,-0.0885883,-0.0538968,0.0517795,0.0375115,0.0528214,-0.0576701,-0.0345429,0.0035925,-0.0142172,-0.1072123,-0.0336108,-0.0177734,-4.85E-06,-0.0458401,-0.0655476,-0.0514332,-0.0232004,0.1411877,0.1916362,0.0069532,-0.141245,0.0226444,0.0179237,0.0381073,0.0035954,0.0691202,-0.0078204,0.1119873,0.2223275,0.1751301,0.0248606,-0.0221786,-0.0839987,0.1578503,0.0070679,-0.0267342,-0.0252472,0.0192198,-0.0513723,-0.0249836,-0.2932204,-0.1262082,-0.0649787,-0.002532,0.036841,-0.1760967,-0.1852862,0.0279617,1,-0.5972049,0.5380674,0.8303913,0.635955,-0.3688584,0.4956857,0.3759322
PSI 2nd tri,-0.0136461,-0.0627585,-0.0483573,0.0275353,-0.0049016,-0.0017918,0.0649134,-0.0017827,0.1194443,-0.0487124,0.0404269,0.0145599,0.0263452,0.0353299,-0.371082,-0.2534802,-0.1984828,0.1158386,-0.2248585,-0.0274843,-0.0183902,-0.1326747,-0.0638317,-0.1506835,-0.0306294,0.1748028,0.2723586,0.1754644,0.2584025,0.2474609,0.2496997,0.2556689,0.2334136,0.3120924,0.029095,0.1799936,0.2346595,0.259373,0.2794217,0.0916642,0.1415955,0.2157186,0.075728,0.2218721,0.2029093,0.2870289,0.2370736,0.2867756,0.2744271,0.2512641,0.2911294,-0.0744873,-0.0504832,-0.0422306,-0.0326113,-0.0834913,-0.0411752,0.0422358,0.0105395,-0.0215648,0.0215238,0.0459856,0.054217,-0.0263015,0.0875121,-0.1108416,0.1048962,0.0485898,0.0606048,0.0578414,0.0188846,0.0251414,-0.0158632,-0.0999406,-0.1027564,-0.0885231,0.0670299,0.050968,0.0553597,0.0172451,-0.0303594,-0.0352384,-0.0621076,0.0127362,0.058346,-0.0083443,0.0128028,-0.0050073,0.022535,-0.0076965,0.0063365,0.0400018,0.0633009,0.1026575,0.0017405,-0.2223814,-0.2444302,-0.0089726,0.183255,-0.2112874,-0.1761089,-0.0785871,-0.1088299,0.018088,0.0727961,-0.0728995,-0.264979,-0.0295686,0.0240062,-0.035602,0.0743625,-0.1232433,0.0262276,0.0044101,0.0245695,-0.0425344,0.0026004,0.0484387,0.2473062,-0.2079371,-0.1195314,-0.1210189,-0.1117686,-0.0442399,0.0356958,-0.180425,-0.5972049,1,-0.8102032,-0.5529851,-0.441385,0.6059958,-0.5853196,-0.1817702
PSI 3rd tri ,0.0347976,0.1150366,0.0905107,-0.0143862,0.01472,0.038797,-0.0896443,-0.0084909,-0.1397032,0.0906866,-0.0276766,-0.0034335,-0.0184066,-0.025693,0.4804628,0.335246,0.2911447,-0.110766,0.2846393,0.0290738,0.0264364,0.1367214,0.1000177,0.2065776,0.0135501,-0.1614368,-0.2942343,-0.1691661,-0.2476212,-0.2444074,-0.2794978,-0.2976947,-0.2437,-0.2685397,-0.0026897,-0.1272325,-0.2629377,-0.2837343,-0.3233155,-0.0311896,-0.080684,-0.2199479,-0.0087126,-0.2408322,-0.2930857,-0.3133231,-0.301951,-0.3292516,-0.288408,-0.2508087,-0.3373107,0.0668434,0.0243995,0.0370807,0.0033564,0.0657511,0.0215797,-0.0548053,-0.0106235,0.0244499,-0.029394,-0.0621495,-0.0658103,0.0150106,-0.1086625,0.0948877,-0.1027887,-0.1069121,-0.0478873,-0.0767832,-0.0275467,-0.0268743,0.0093058,0.1300243,0.0700959,0.1097119,-0.0444249,-0.0335996,-0.0692866,-0.0781919,-0.0377823,0.0090178,0.0336251,-0.036393,-0.0707321,-0.0279435,-0.0381905,-0.0323707,-0.0481787,0.0119793,-0.0278311,-0.0781195,-0.0495082,-0.0791684,0.0206483,0.2178125,0.289221,-0.0684627,-0.3317405,0.2023405,0.182852,0.1083894,0.0968443,0.0356059,-0.0598381,0.0927718,0.3730629,0.1991718,0.0156427,0.1059707,-0.0924088,0.1359693,-0.0185012,-0.0313328,-0.053284,0.0864752,0.0138501,-0.0510863,-0.2623157,0.2109805,0.1449202,0.1616902,0.1176058,-0.0307312,-0.0396786,0.194204,0.5380674,-0.8102032,1,0.7499969,0.4918745,-0.5359528,0.726864,0.2763817
PSI pregnancy ,-0.0046259,0.078715,0.0495711,-0.0117205,-0.0331011,0.0372192,-0.0556052,0.0517918,-0.0555902,-0.0259281,-0.0211379,-0.0064927,-0.0200446,-0.0182044,0.4046994,0.26248,0.2647518,0.0406167,0.2360624,-0.0017807,0.0451018,0.1482813,0.0224849,0.232395,-0.014617,-0.1102435,-0.1674816,-0.1084005,-0.179771,-0.172825,-0.2139981,-0.1804075,-0.0782036,-0.1739749,-0.0464417,-0.1143509,-0.1830676,-0.1775605,-0.1889919,0.0091715,-0.0303986,-0.2092986,0.0852254,-0.1883946,-0.1693417,-0.1920338,-0.2000707,-0.19987,-0.1728905,-0.1779041,-0.2069523,0.0622638,-0.0056266,-0.0079323,-0.0186793,0.0204596,-0.027859,-0.0033775,-0.0491632,0.0631394,0.0145776,-0.0123564,-0.0005397,-0.0222247,-0.1164333,0.0565143,-0.0817355,-0.1318194,-0.0621879,-0.0407925,-0.0600937,-0.0237247,0.0008198,0.0760953,0.0120098,0.0671805,-0.0356832,-0.0183672,-0.0954493,-0.1022429,-0.0204859,0.0109412,0.0259815,-0.0548503,-0.0459278,0.0044675,-0.014584,-0.1231929,-0.0614739,-0.0180822,-0.0139541,-0.0752725,-0.0481171,-0.0423153,-0.0044085,0.1430756,0.2694163,-0.0433237,-0.2781265,0.1104267,0.0498308,0.0726022,0.0647818,0.117911,-0.0156873,0.1078879,0.3376254,0.2769005,0.0739399,0.0602875,-0.1100933,0.1562669,0.0366536,-0.0382438,-0.0287647,0.0554256,-0.0007457,-0.0318611,-0.2465378,-0.0398316,-0.0078494,0.0576432,0.0827571,-0.1780208,-0.1274919,0.0998768,0.8303913,-0.5529851,0.7499969,1,0.6643239,-0.3568864,0.673932,0.4558236
PM2.5 1st tri ,-0.0426463,0.1208308,0.0635973,-0.0562931,-0.0708599,-0.0104442,-0.1499658,-0.112854,-0.1483016,-0.1278274,-0.0522244,-0.0590069,-0.0746167,-0.0774119,0.3614927,0.2333577,0.2459926,-0.0595868,0.2578327,0.0063646,0.0091459,0.1691319,0.1140768,0.2725224,0.0301027,-0.088291,-0.1860297,-0.0770508,-0.1608997,-0.1129993,-0.1252601,-0.2057724,-0.2482523,-0.2981421,0.0791694,-0.0747316,-0.1330288,-0.1391098,-0.1936211,-0.1685935,-0.0987023,-0.1741823,-0.2188258,-0.1522078,-0.2532085,-0.2006663,-0.257029,-0.2142169,-0.1830171,-0.118207,-0.2301599,0.0282174,0.0033048,-0.0197948,-0.0052996,0.1102661,-0.015741,-0.003009,0.0386182,-0.0198808,0.0276037,0.0038253,-0.0287621,0.0266749,-0.0799986,0.025955,-0.0199334,-0.1279081,-0.0317627,-0.0411847,-0.0102459,-0.0168896,-0.0539356,0.0047853,0.0015792,0.1266533,-0.0935401,-0.043674,-0.0710841,-0.1070979,-0.0238873,0.0296691,0.0151846,-0.0541525,-0.0283125,-0.0095769,-0.0669052,-0.1009848,-0.0256053,-0.0705965,-0.0711242,-0.0630364,-0.0328535,-0.0705562,0.0766779,0.1822465,0.1898046,-0.0358278,-0.2629636,0.1529924,0.0880489,0.0299952,0.0786252,0.0827314,-0.0108031,0.0873016,0.3386331,0.2456647,-0.0533549,-0.0714371,-0.2087951,0.1605479,-0.0489332,-0.0807792,-0.0396724,-0.0203798,-0.038484,-0.0221447,-0.2928763,-0.1589449,-0.0497656,0.0266168,-0.1156501,-0.2891001,-0.27293,0.0473931,0.635955,-0.441385,0.4918745,0.6643239,1,0.1811296,0.7452938,0.8880901
